INV_DT,INV_NO,INV_NO_KEY,QTY,GROSS,UNITPRICE,NET_TOT_TAX,ADJ_AMT,CUST_DISC_AMT,PRODUCT_DISC_AMT,NET,CUST_NAME,CUST_STARTDT,CUSTOMER_ID,SECTOR,CATEGORY,SUBCATEGPRY,DISTRIBUTOR_ID,SKUID,DIST_NAME,COUNTRY_ID
2023-02-20,5935A698,INV-2B185C0F,36,2.8542,0.079283333,10,0,4,1,2.42607,,,CUST10031,BCC,TOILETRIES,Pampers,DT3501,P7Q8R9,Global Enterprises,
2023-03-30,288110B9,INV-7E5FD8FD,60,22.164,0.3694,10,0,4,1,18.8394,,,CUST10031,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,
2023-03-09,63615BCD,INV-AD9922E1,47,3.164,0.067319149,10,0,4,1,2.6894,,,CUST10031,BCC,TOILETRIES,Pampers,DT3501,P7Q8R9,Global Enterprises,
2023-05-30,051FDBE1,INV-A8A0264B,32,2.1474,0.06710625,10,0,4,1,1.82529,,,CUST10031,BCC,WIPES,Huggies,DT3501,GZ0G57,Global Enterprises,
2023-07-19,3DEC1BDB,INV-2EB9A2A7,53,4.2404,0.080007547,10,0,4,1,3.60434,,,CUST10031,BCC,TOILETRIES,Pampers,DT3501,P7Q8R9,Global Enterprises,
2023-04-09,AB08D6F4,INV-562554E7,45,6.602994,0.1467332,10,0,4,1,5.6125449,,,CUST10032,BCC,WIPES,Huggies,DT3501,GZ0G57,Global Enterprises,
2023-07-01,99F8BD03,INV-DD60138B,53,6.499396,0.122630113,10,0,4,1,5.5244866,,,CUST10032,BCC,WIPES,Huggies,DT3501,GZ0G57,Global Enterprises,
2023-09-18,F28A3955,INV-B75F14B6,40,3.750998,0.09377495,10,0,4,1,3.1883483,,,CUST10032,BCC,WIPES,Huggies,DT3501,GZ0G57,Global Enterprises,
2023-04-13,66F8B7E0,INV-75D2E027,29,4.988394,0.172013586,10,0,4,1,4.2401349,,,CUST10034,FAMILY,TISSUE,Kleenex,DT5678,S1T2U3,Quality Goods Inc,
2023-05-28,38243CBD,INV-82643086,45,5.018198,0.111515511,10,0,4,1,4.2654683,,,CUST10034,BCC,WIPES,Huggies,DT5678,GZ0G57,Quality Goods Inc,
2023-09-18,447610C9,INV-A6F96FFC,74,24.176399,0.326708095,10,0,4,1,20.54993915,,,CUST10034,FEM,LINERS,Kotex,DT5678,X9YQ3T,Quality Goods Inc,
2023-01-25,C37BC44C,INV-C1AAB914,81,21.4956,0.265377778,10,0,4,1,18.27126,,,CUST10035,FAMILY,FACIAL TISSUES,Wipes,DT5678,J0DZIZ,Quality Goods Inc,
2023-01-25,59741DA0,INV-C1AAB914,38,0.568799,0.014968395,10,0,4,1,0.48347915,,,CUST10035,BCC,LOTIONS,Pampers,DT5678,M4N5O6,Quality Goods Inc,
2023-04-26,2CE97BD2,INV-F237E6F4,34,4.215198,0.123976412,10,0,4,1,3.5829183,,,CUST10035,BCC,WIPES,Huggies,DT5678,GZ0G57,Quality Goods Inc,
2023-05-27,6DE59549,INV-ABCFAFA7,210,82.746199,0.394029519,10,0,4,1,70.33426915,,,CUST10035,FEM,LINERS,Kotex,DT5678,X9YQ3T,Quality Goods Inc,
2023-07-02,CB34D834,INV-9C409EB1,70,8.593796,0.122768514,10,0,4,1,7.3047266,,,CUST10035,BCC,WIPES,Huggies,DT5678,GZ0G57,Quality Goods Inc,
2023-08-11,C4701B62,INV-AD77004F,22,2.159798,0.098172636,10,0,4,1,1.8358283,,,CUST10035,BCC,WIPES,Huggies,DT5678,GZ0G57,Quality Goods Inc,
2023-08-14,A3CF7A8E,INV-157C5D7D,14,0.246,0.017571429,10,0,4,1,0.2091,,,CUST10035,BCC,LOTIONS,Pampers,DT5678,M4N5O6,Quality Goods Inc,
2023-03-22,525FC01A,INV-DB601F45,6,0.132,0.022,10,0,4,1,0.1122,Lester Long,21-12-2021,CUST10036,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,CA
2023-08-24,FB0BA10C,INV-4C54F034,12,0.096,0.008,10,0,4,1,0.0816,Lester Long,21-12-2021,CUST10036,BCC,DIAPERS,Huggies,DT7890,8H9FPQ,Sunrise Logistics,CA
2023-08-24,53883DE1,INV-4C54F034,2,0.9504,0.4752,10,0,4,1,0.80784,Lester Long,21-12-2021,CUST10036,FAMILY,FACIAL TISSUES,Wipes,DT7890,J0DZIZ,Sunrise Logistics,CA
2023-12-28,FB3AB7EB,INV-2CB0D6CB,19,3.758,0.197789474,10,0,4,1,3.1943,,,CUST10037,BCC,DIAPERS,Huggies,DT7890,8H9FPQ,Sunrise Logistics,
2023-10-25,942DAECE,INV-C770654C,23,2.462,0.107043478,10,0,4,1,2.0927,Bonilla LLC,24-07-2022,CUST10038,BCC,DIAPERS,Huggies,DT7890,8H9FPQ,Sunrise Logistics,CA
2023-05-22,26B55A92,INV-4C310247,42,1.3336,0.031752381,10,0,4,1,1.13356,Bonilla LLC,24-07-2022,CUST10038,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,CA
2023-05-23,D8B572D0,INV-0F62F8B0,26,3.859194,0.148430538,10,0,4,1,3.2803149,Bonilla LLC,24-07-2022,CUST10038,FAMILY,TISSUE,Kleenex,DT7890,S1T2U3,Sunrise Logistics,CA
2023-08-13,62A7DAFA,INV-4B5D162C,51,1.6716,0.032776471,10,0,4,1,1.42086,Bonilla LLC,24-07-2022,CUST10038,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,CA
2023-09-14,4677224B,INV-D4E82196,6,0.066,0.011,10,0,4,1,0.0561,,,CUST10039,BCC,WIPES,Huggies,DT4500,GZ0G57,Prestige Supplies,
2023-02-10,38ACAB1B,INV-E813AD1B,60,20.8578,0.34763,10,0,4,1,17.72913,,,CUST10040,FAMILY,FACIAL TISSUES,Wipes,DT4500,J0DZIZ,Prestige Supplies,
2023-03-18,42E5F506,INV-56A61ED2,15,0.2478,0.01652,10,0,4,1,0.21063,,,CUST10040,FEM,SANITARY,Always,DT4500,V4W5X,Prestige Supplies,
2023-03-08,8FE327DA,INV-0108AAEC,48,13.2662,0.276379167,10,0,4,1,11.27627,,,CUST10040,FAMILY,FACIAL TISSUES,Wipes,DT4500,J0DZIZ,Prestige Supplies,
2023-04-27,DB90CCC0,INV-A7B9EA5B,29,3.0676,0.10577931,10,0,4,1,2.60746,,,CUST10040,BCC,TOILETRIES,Pampers,DT4500,P7Q8R9,Prestige Supplies,
2023-05-15,81EDDE63,INV-4E0ABEE5,29,2.925,0.100862069,10,0,4,1,2.48625,,,CUST10040,BCC,WIPES,Huggies,DT4500,GZ0G57,Prestige Supplies,
2023-10-14,F146DADD,INV-6DACBE0D,34,5.9438,0.174817647,10,0,4,1,5.05223,,,CUST10041,BCC,DIAPERS,Huggies,DT4500,8H9FPQ,Prestige Supplies,
2023-07-29,03132B6E,INV-726AEE41,191,65.367598,0.342238733,10,0,4,1,55.5624583,,,CUST10041,FEM,LINERS,Kotex,DT4500,X9YQ3T,Prestige Supplies,
2023-08-15,D20E8F92,INV-F3358BAD,108,38.5588,0.357025926,10,0,4,1,32.77498,,,CUST10041,FEM,LINERS,Kotex,DT4500,X9YQ3T,Prestige Supplies,
2023-09-03,462E5B52,INV-0802B9F9,66,1.7288,0.026193939,10,0,4,1,1.46948,,,CUST10041,BCC,TOILETRIES,Pampers,DT4500,P7Q8R9,Prestige Supplies,
2023-09-04,9A0EF529,INV-A4B55CF4,31,6.4754,0.208883871,10,0,4,1,5.50409,,,CUST10041,BCC,DIAPERS,Huggies,DT4500,8H9FPQ,Prestige Supplies,
2023-12-09,24D9D954,INV-C8ED15FF,30,4.823599,0.160786633,10,0,4,1,4.10005915,Marquez and Barnes Humphrey,11-08-2021,CUST10043,FAMILY,TISSUE,Kleenex,DT9012,S1T2U3,Premium Products Co,FR
2023-03-26,F55E9C6F,INV-1B30AC6B,48,8.611797,0.179412438,10,0,4,1,7.32002745,Marquez and Barnes Humphrey,11-08-2021,CUST10043,BCC,WIPES,Huggies,DT9012,GZ0G57,Premium Products Co,FR
2023-08-18,733A1220,INV-9AE81673,9,0.1634,0.018155556,10,0,4,1,0.13889,Marquez and Barnes Humphrey,11-08-2021,CUST10043,FEM,SANITARY,Always,DT9012,V4W5X,Premium Products Co,FR
2023-08-20,16A199BD,INV-A4DC4BD2,19,0.2822,0.014852632,10,0,4,1,0.23987,Marquez and Barnes Humphrey,11-08-2021,CUST10043,FEM,SANITARY,Always,DT9012,V4W5X,Premium Products Co,FR
2023-05-22,DB53A0AB,INV-CC0E2D84,35,7.968,0.227657143,10,0,4,1,6.7728,,,CUST10044,BCC,DIAPERS,Huggies,DT9012,8H9FPQ,Premium Products Co,
2023-08-28,153E4E50,INV-3118A5AD,132,53.687598,0.406724227,10,0,4,1,45.6344583,,,CUST10044,FEM,LINERS,Kotex,DT9012,X9YQ3T,Premium Products Co,
2023-08-31,03CB1B6F,INV-33A6C41D,20,0.491999,0.02459995,10,0,4,1,0.41819915,,,CUST10044,BCC,LOTIONS,Pampers,DT9012,M4N5O6,Premium Products Co,
2023-09-07,A7932899,INV-9AAC8BA0,32,8.8968,0.278025,10,0,4,1,7.56228,,,CUST10044,BCC,DIAPERS,Huggies,DT9012,8H9FPQ,Premium Products Co,
2023-01-29,D98A1B84,INV-DDD20944,39,7.689399,0.197164077,10,0,4,1,6.53598915,English Ruiz,31-10-2022,CUST10046,BCC,WIPES,Huggies,DT3501,GZ0G57,Global Enterprises,US
2023-01-07,848F140F,INV-56B04428,17,0.1694,0.009964706,10,0,4,1,0.14399,English Ruiz,31-10-2022,CUST10046,FEM,SANITARY,Always,DT3501,V4W5X,Global Enterprises,US
2023-03-27,3400C0A1,INV-97EFE077,10,0.0604,0.00604,10,0,4,1,0.05134,English Ruiz,31-10-2022,CUST10046,FEM,SANITARY,Always,DT3501,V4W5X,Global Enterprises,US
2023-04-28,29DE32FE,INV-7F001662,19,2.133598,0.112294632,10,0,4,1,1.8135583,English Ruiz,31-10-2022,CUST10046,FAMILY,TISSUE,Kleenex,DT3501,S1T2U3,Global Enterprises,US
